-0.097282,0.082820,0.132473,134077209
-0.097247,-0.070740,0.135524,134077219
-0.097039,0.082206,-0.014419,134077229
0.209791,0.081974,-0.010955,134077239
0.210312,-0.224665,-0.007377,134077249
-0.095497,0.081660,-0.003742,134077259
-0.094752,-0.071651,0.153125,134077269
-0.093937,-0.071681,0.003486,134077279
-0.093073,0.081572,0.160202,134077289
-0.092169,-0.071576,0.163542,134077299
0.215226,0.081790,0.166685,134077309
0.216186,-0.071248,0.016356,134077319
0.217152,-0.071007,0.018971,134077329
0.218095,-0.070719,0.174494,134077339
0.218977,-0.070383,0.023206,134077349
0.219754,-0.069995,0.178008,134077359
-0.086080,-0.222780,-0.127261,134077369
-0.085651,0.084188,0.179993,134077379
0.221015,-0.068457,0.027175,134077389
0.220985,0.085437,0.027211,134077399
-0.238986,-0.067042,0.180107,134077409
-0.086295,-0.066215,0.026206,134077419
-0.087084,0.087916,0.178433,134077429
-0.088099,-0.064345,0.023898,134077439
0.217142,-0.063315,0.175527,134077449
-0.090695,0.090992,0.173657,134077459
-0.092227,-0.061108,0.018271,134077469
-0.093843,0.093269,0.169138,134077479
-0.095524,0.094432,0.013330,134077489
-0.097373,-0.057555,0.163396,134077503
-0.099150,-0.056364,0.007060,134077509
-0.100849,-0.055223,0.003800,134077519
-0.102427,-0.054139,0.000343,134077530
-0.103864,0.100106,0.150123,134077539
-0.105073,-0.052178,-0.006715,134077550
-0.106104,-0.051302,-0.010270,134077559
-0.106866,0.102724,0.139383,134077569
-0.107373,0.103447,-0.017380,134077579
-0.107582,0.104086,0.132351,134077589
-0.107345,0.104613,-0.024408,134077601
0.199512,-0.048159,-0.027803,134077609
-0.106239,0.105408,-0.031103,134077619
-0.105150,0.105593,-0.034317,134077630
-0.103864,0.105669,0.115845,134077639
-0.102139,-0.047703,-0.040339,134077651
-0.100338,-0.047922,-0.196360,134077659
-0.098298,-0.048308,-0.045743,134077669
0.210664,0.257479,-0.048163,134077683
0.213142,0.103554,-0.050428,134077689
0.215836,0.102674,0.100801,134077700
0.218526,-0.051503,0.099008,134077709
0.221258,-0.052604,0.097486,134077719
0.223918,-0.207021,-0.057048,134077729
0.226456,-0.055083,-0.058120,134077739
0.228792,0.096707,-0.212144,134077751
0.230920,0.095285,0.093649,134077759
0.232695,0.093844,-0.060037,134077769
0.233822,0.092314,0.093063,134077783
-0.071765,-0.215622,-0.213435,134077790
-0.071249,-0.063826,-0.060143,134077799
-0.071273,-0.218453,-0.059932,134077809
0.234586,-0.066573,-0.059571,134077819
0.233121,-0.067855,0.094249,134077832
0.231497,-0.069050,-0.058356,134077839
0.229312,-0.070095,0.095633,134077849
0.226778,-0.070992,-0.056765,134077859
0.223812,-0.071705,0.097376,134077869
-0.086371,-0.072136,-0.208041,134077881
-0.090204,-0.072442,-0.053775,134077889
0.212049,-0.072517,-0.052702,134077899
0.207570,0.080850,0.101619,134077909
-0.103698,-0.071986,0.255964,134077919
0.197787,0.081825,-0.049383,134077929
-0.113820,0.082611,-0.048295,134077939
-0.119090,0.083573,-0.047247,134077949
0.182020,-0.068540,-0.199482,134077959
0.176656,0.085922,-0.045318,134077969
0.171317,0.087244,-0.044436,134077979
-0.140415,-0.064610,0.109625,134077989
-0.145646,-0.216417,0.110417,134078000
-0.150705,0.091444,-0.042063,134078009
-0.155587,0.092829,-0.041360,134078019
-0.160244,-0.059051,0.112521,134078029
-0.164627,0.095477,0.113120,134078039
-0.168686,-0.056519,0.113657,134078049
-0.172374,0.097863,-0.192338,134078059
-0.175645,0.098924,-0.038726,134078069
-0.178455,0.099880,-0.038425,134078079
0.125684,0.100715,0.115026,134078089
-0.182577,0.101414,-0.191279,134078099
-0.183859,0.101959,-0.037961,134078109
0.121846,0.102334,0.115306,134078119
0.121607,-0.050705,0.268533,134078129
-0.184594,0.102519,0.115267,134078139
-0.183877,0.102313,0.115186,134078149
-0.182730,0.101904,-0.038185,134078159
-0.181183,-0.051939,0.114825,134078169
-0.179263,0.100475,-0.038707,134078179
-0.176997,-0.053760,0.114122,134078189
-0.174402,0.098281,0.113623,134078199
0.134957,0.096929,-0.040211,134078209
0.138148,-0.057804,-0.040928,134078219
0.141581,-0.059440,-0.041752,134078229
-0.161146,0.398445,-0.042711,134078240
-0.157358,0.090133,-0.043723,134078249
-0.153486,-0.218263,0.108427,134078259
-0.149567,-0.067047,0.107300,134078269
-0.145625,-0.069120,0.106134,134078279
0.164764,-0.071220,-0.048284,134078289
-0.137786,0.079909,-0.049498,134078299
0.172527,0.077841,0.102501,134078309
0.176309,-0.077401,0.101260,134078319
0.179983,-0.079339,0.100015,134078329
0.183517,-0.081185,0.098756,134078339
0.186854,0.070311,0.097493,134078349
0.189947,0.068711,-0.057014,134078359
0.192747,0.067254,0.094914,134078369
0.195205,-0.087283,-0.059640,134078379
-0.109178,0.218011,-0.214217,134078389
-0.107522,0.063758,-0.062353,134078399
-0.106295,0.062860,-0.063714,134078409
-0.105501,0.062072,-0.065052,134078419
-0.105108,-0.091856,-0.066340,134078429
-0.105112,-0.092482,-0.067556,134078439
-0.105415,0.060180,-0.068676,134078449
-0.105989,-0.093563,0.083552,134078459
-0.106775,-0.094026,-0.070539,134078469
0.198736,0.058791,-0.071252,134078479
0.197688,-0.094798,-0.071810,134078489
0.196573,0.058129,-0.072203,134078499
0.195414,-0.248572,0.080800,134078509
0.194215,-0.095521,0.080746,134078519
0.192972,-0.095623,-0.072374,134078529
0.191670,-0.248860,0.081119,134078539
0.190293,0.057698,0.081518,134078549
-0.117641,-0.095302,-0.071193,134078559
-0.119231,0.058298,0.082650,134078569
0.185510,0.058823,-0.069889,134078579
0.183678,-0.093735,-0.069148,134078589
0.181730,-0.092919,-0.068369,134078599
0.179670,-0.091971,0.238891,134078609
0.177485,0.062335,-0.219980,134078619
0.175174,-0.089698,0.087291,134078629
0.172716,0.064839,-0.065134,134078639
0.170111,0.066242,0.088881,134078649
0.167345,-0.085506,-0.216816,134078659
0.164409,0.069263,-0.062854,134078669
0.161288,0.070843,-0.062147,134078679
0.157993,0.072435,-0.061460,134078689
0.154508,-0.079210,-0.060782,134078699
-0.155614,-0.077661,-0.060103,134078709
-0.159455,-0.229392,-0.059410,134078719
0.143015,0.078504,-0.058695,134078729
0.138905,0.233111,0.095283,134078739
0.134716,-0.072036,0.249294,134078749
0.130477,0.082429,-0.056348,134078759
0.126210,0.083578,-0.055512,134078769
0.121898,-0.068604,0.098565,134078779
0.117600,-0.067665,0.099405,134078789
0.113343,0.086392,0.100218,134078799
0.109112,-0.066126,-0.205466,134078809
0.104915,0.240926,0.101708,134078819
0.100759,0.088173,-0.204096,134078829
0.096645,0.088523,0.102946,134078839
0.092577,0.241968,0.103465,134078849
-0.217984,-0.064474,-0.202552,134078860
-0.221961,-0.064565,0.104293,134078869
-0.225852,-0.064829,0.104615,134078879
-0.229621,0.087968,0.104875,134078889
-0.233223,-0.065855,0.105065,134078899
-0.236606,0.086634,-0.048049,134078909
-0.239709,-0.067470,0.105207,134078919
-0.242478,-0.068460,0.105145,134078929
0.061632,0.236889,0.104966,134078939
0.059683,-0.070734,0.104696,134078949
0.058202,-0.071959,-0.048922,134078959
0.057198,-0.073227,-0.049437,134078969
0.056673,-0.074520,-0.050082,134078979
0.056585,-0.075811,0.102384,134078989
0.056908,0.076154,0.101511,134078999
0.057590,0.074940,-0.052687,134079009
0.058592,-0.079435,-0.053747,134079019
-0.246607,0.072728,-0.054883,134079029
-0.245111,0.071751,0.250368,134079039
-0.243461,-0.082366,0.095899,134079049
0.064802,-0.083162,-0.058608,134079059
0.066746,-0.083865,0.246539,134079069
-0.237640,-0.084467,-0.214489,134079079
-0.235464,0.068267,-0.062630,134079089
0.073261,-0.085344,-0.064016,134079099
0.075612,0.067620,-0.065404,134079109
0.078032,0.220699,-0.066772,134079119
0.080506,0.067430,-0.068099,134079129
-0.223455,-0.085749,-0.069360,134079139
-0.220948,0.067606,0.082695,134079149
-0.218469,-0.085451,-0.071603,134079159
0.090448,-0.085241,-0.072551,134079169
0.092888,0.068223,-0.073366,134079179
0.095304,0.068477,-0.074037,134079189
-0.208772,0.068742,-0.074553,134079199
0.100018,-0.084222,-0.228134,134079209
0.102290,-0.083968,0.078148,134079219
0.104487,-0.083728,-0.075072,134079229
0.106612,-0.083502,-0.074801,134079240
0.108614,0.069945,0.078820,134079249
0.110467,0.070164,-0.227057,134079259
0.112147,-0.082841,0.233390,134079269
0.113624,0.070620,-0.072133,134079279
0.114877,0.070858,0.082181,134079289
0.115880,0.071098,0.083398,134079299
0.116615,0.071334,-0.068511,134079309
0.117066,0.071555,0.086111,134079319
0.117219,-0.081482,0.087550,134079329
0.117063,-0.081329,-0.064225,134079339
0.116593,-0.081221,0.243672,134079349
0.115807,0.072074,-0.061389,134079359
0.114708,0.072101,-0.060064,134079369
0.113297,-0.081135,-0.212065,134079379
0.111586,-0.081174,-0.057712,134079389
0.109583,0.071989,-0.056692,134079399
0.107307,0.071903,0.097459,134079409
0.104767,-0.081429,-0.054937,134079419
0.101987,-0.234772,0.099040,134079429
0.098827,-0.081665,0.099697,134079440
0.095599,-0.081772,-0.052940,134079449
0.092197,0.071386,-0.052434,134079459
0.088637,-0.081858,0.101218,134079469
0.084940,-0.235030,0.101561,134079479
