-0.0079307929,0.0453401953,-0.1961749047
-0.0234931037,0.113425307,-0.1075894386
-0.0662894621,0.1587654948,-0.0706289485
-0.0887351036,0.1149216816,-0.0454898328
-0.0766144544,0.0914285779,0.0393546894
-0.0555155501,0.0658405498,0.0620996058
-0.0824503228,0.0329202749,0.170886144
-0.0790086538,0.0333691873,0.1719336063
-0.1072901636,0.0697311237,0.1741781682
-0.1620575339,0.0508767851,0.2472013235
-0.1566705704,0.0981622711,0.2148796022
-0.1861491799,0.0481833108,0.1967734545
-0.1792658567,0.0414496176,0.2015618533
-0.1845031679,0.0242412928,0.1608604193
-0.1732803434,0.0085293436,0.1045966893
-0.1643020958,-0.0154126734,0.0433949046
-0.1527799964,-0.0109235449,0.0290296953
-0.1397615224,-0.0264858566,0.0086789811
-0.1429039091,-0.0213981774,0.0659901872
-0.1206079125,-0.0249894802,0.037259765
-0.1420060843,-0.0291793328,0.104147777
-0.0929249525,-0.0441430956,0.1363198608
-0.0749684423,-0.1075894386,0.1792658567
0.0010474633,-0.058508303,0.2582744956
-0.0296282452,-0.0603039563,0.280869782
-0.0532709882,-0.028281508,0.3250128925
-0.0674865618,-0.0076315179,0.4004302323
-0.0749684423,0.0466869324,0.4064157307
-0.0969651714,0.053869538,0.3465606868
-0.1025017574,0.0845452473,0.368108511
-0.089184016,0.014963761,0.3333925903
-0.0377086774,0.0399532393,0.3250128925
-0.0447416455,0.0677858368,0.2723404467
-0.0680851117,0.044592008,0.2521393597
-0.0848445222,0.0682347491,0.2270002514
-0.0830488726,0.098461546,0.2199672759
-0.0773626417,0.0794575661,0.2261024266
-0.0034416649,0.0857423469,0.1508347094
0.0213981774,0.0775122792,0.0969651714
0.0317231715,0.0499789603,0.1138742194
0.04189853,0.0357633866,0.148739785
0.1099836379,0.0143652102,0.0231938288
0.1132756695,-0.0254383925,0.0626981556
0.1529296339,-0.0275333188,0.0423474424
0.1786673069,-0.0550666377,0.0401028767
0.1955763549,-0.0559644662,0.0233434662
0.172831431,-0.0094271693,0.0746691674
0.2295440882,-0.0318728089,0.0231938288
0.1954267174,-0.000748188,0.0709282234
0.1973720044,-0.0288800579,0.037259765
0.200813666,-0.0493804105,0.0299275219
0.2262520641,-0.1042974144,0.0549170002
