0.0320224464,0.0320224464,0.4745008349,0.0004327637,-0.0002663161,-0.0134822531,410789695491602
-0.0049380409,0.0474351197,0.4577414393,0.0089548789,-0.0002663161,-0.0028296087,410789700495602
-0.0085293436,0.0483329482,0.4361936152,0.0110854078,0.0007989483,0.0078230361,410789705502602
0.0320224464,0.044592008,0.4936544597,0.0036285568,-0.0002663161,-0.0028296087,410789710518602
-0.04189853,0.0516249724,0.4768950641,-0.005958823,-0.0002663161,-0.0028296087,410789715509602
0.0237923786,0.0191536136,0.4936544597,-0.0016977652,-0.0002663161,-0.0070906663,410789720514602
0.0166097749,0.0643441677,0.4445733428,-0.0144809382,-0.0013315806,-0.0006990798,410789725520602
0.0034416649,0.0998082832,0.4242226183,-0.0038282941,-0.0002663161,-0.0028296087,410789730524602
0.002244564,0.0671872869,0.4721066356,-0.0027630297,-0.0002663161,-0.0124169886,410789735531602
0.0212485399,0.0203507151,0.4278139174,-0.0048935586,-0.0002663161,0.0046272422,410789740535602
0.0390554145,0.0525228009,0.4182371199,0.0036285568,-0.0002663161,-0.0102864597,410789745540602
-0.0242412928,-0.0025438394,0.4062660933,0.0004327637,-0.0002663161,0.0131493574,410789750549602
-0.0049380409,0.0773626417,0.4517559409,0.016411731,-0.0013315806,-0.0028296087,410789755555602
0.0164601374,-0.0038905777,0.4505588412,0.0121506723,0.0007989483,-0.0017643442,410789760556602
0.0010474633,0.0270844065,0.4505588412,0.0153464656,0.0007989483,-0.0102864597,410789765562602
0.0092775319,0.010324995,0.4373907149,0.0078896144,-0.0002663161,0.0152798863,410789770575602
0.0248398427,0.0365115777,0.4170400202,0.0110854078,0.0007989483,0.0014314491,410789775575602
0.0008978256,0.020949265,0.4409820139,-0.0006325007,0.0007989483,0.0003661847,410789780580602
0.0056862291,0.0387561396,0.4134486914,-0.0016977652,-0.0002663161,-0.0028296087,410789785589602
-0.0038905777,0.0231938288,0.4302081168,-0.0144809382,-0.0002663161,0.0003661847,410789790589602
0.022296004,-0.008978256,0.4649240375,-0.0123504093,-0.0002663161,0.0056925067,410789795597602
-0.0466869324,-0.0112228207,0.4481646419,-0.0016977652,-0.0002663161,0.003561978,410789800599602
0.0130184721,0.0221463665,0.4314052165,-0.0016977652,-0.0002663161,-0.0070906663,410789805608602
-0.0011971008,0.0079307929,0.4517559409,0.0110854078,0.0007989483,0.0078230361,410789810612602
0.0035913025,0.0043394906,0.4493617415,0.0089548789,0.0007989483,-0.0049601374,410789815620602
-0.0047884034,-0.0098760817,0.4457704425,0.0110854078,-0.0013315806,-0.0070906663,410789820626602
0.0321720839,0.028281508,0.4445733428,0.0046938215,-0.0002663161,-0.0028296087,410789825639602
0.0130184721,0.0258873068,0.4469675422,0.0132159367,-0.0002663161,0.0003661847,410789830634602
-0.0025438394,0.0130184721,0.4709095359,0.0174769945,-0.0002663161,-0.0006990798,410789835643602
0.0296282452,0.0297778845,0.4577414393,0.0121506723,0.0007989483,0.0046272422,410789840643602
-0.013317747,-0.0073322426,0.4361936152,0.0025632926,0.0007989483,-0.0070906663,410789845650602
-0.0167594124,0.0213981774,0.4900631607,-0.0016977652,0.0007989483,-0.0124169886,410789850656602
0.0142155727,0.05117606,0.4385878146,-0.0016977652,0.0007989483,0.0088883005,410789855661602
0.0011971008,0.028281508,0.4170400202,-0.0102198804,0.0007989483,-0.0017643442,410789860665602
0.0166097749,0.0353144743,0.4074631929,-0.0112851448,-0.0002663161,-0.0028296087,410789865671602
0.0070329676,0.0233434662,0.4673182368,-0.0048935586,-0.0013315806,-0.003894873,410789870714602
0.0320224464,0.0553659126,0.4541501403,-0.0048935586,-0.0002663161,-0.0060254019,410789875684602
0.0246902052,0.0194528885,0.425419718,0.0025632926,0.0007989483,0.0024967135,410789880688602
-0.0146644851,0.053869538,0.4578910768,0.0068243505,0.0007989483,0.0046272422,410789885697602
0.0092775319,0.0299275219,0.4219780564,-0.0038282941,-0.0002663161,-0.003894873,410789890707602
0.0032920274,0.0071826051,0.4614823759,0.0153464656,-0.0002663161,0.0024967135,410789895704602
0.0152630359,-0.0058358666,0.435146153,0.0089548789,-0.0002663161,0.0003661847,410789900706602
0.0068833297,0.0061351419,0.4302081168,0.0100201434,-0.0002663161,-0.0049601374,410789905715602
0.0294786077,0.0037409402,0.4314052165,0.0014980281,0.0007989483,-0.0028296087,410789910718602
0.0245405678,-0.0139162978,0.4278139174,-0.0006325007,0.0018642128,-0.0017643442,410789915725602
0.0243909303,-0.000748188,0.4936544597,0.0025632926,0.0007989483,-0.0102864597,410789920730602
0.0148141226,0.0553659126,0.4830302,-0.0027630297,0.0007989483,0.0078230361,410789925737602
0.0028431145,0.0169090498,0.449511379,-0.0038282941,-0.0002663161,0.0003661847,410789930742602
0.0182557888,-0.0092775319,0.4602852762,-0.0080893515,-0.0002663161,0.0024967135,410789935751602
-0.026934769,0.0513256975,0.4290110171,-0.0176767316,-0.0002663161,-0.0006990798,410789940754602
-0.0101753576,-0.0013467384,0.4349965155,-0.0016977652,-0.0002663161,-0.0092211952,410789945760602
0.0077811554,0.0130184721,0.4745008349,0.0014980281,0.0007989483,0.0078230361,410789950764602
-0.0172083247,0.0285807829,0.4278139174,0.0014980281,-0.0002663161,0.0024967135,410789955771602
0.0151133984,-0.0083797062,0.4361936152,0.0110854078,-0.0002663161,0.0046272422,410789960773602
-0.0088286186,-0.0202010777,0.4828805625,0.0036285568,-0.0002663161,-0.0166780464,410789965781602
-0.0194528885,0.0181061495,0.4349965155,0.0142812012,0.0007989483,-0.0006990798,410789970785602
0.0104746325,0.0073322426,0.4529530406,-0.0027630297,0.0007989483,-0.0006990798,410789975791602
0.0092775319,0.0181061495,0.4182371199,0.0100201434,-0.0002663161,-0.0006990798,410789980797602
-0.0121206464,-0.0152630359,0.4469675422,-0.0016977652,0.0018642128,-0.0049601374,410789985805602
-0.0025438394,-0.0139162978,0.4649240375,0.0004327637,-0.0002663161,0.0046272422,410789990808602
0.0188543387,0.0303764343,0.4278139174,0.0046938215,0.0007989483,-0.0070906663,410789995814602
0.043843817,-0.0019452889,0.5187935829,0.0014980281,-0.0002663161,-0.003894873,410790000818602
0.0079307929,0.0052373162,0.4266168177,-0.0230030529,0.0007989483,-0.0081559308,410790005826602
-0.0218470898,0.0303764343,0.4421791136,-0.0070240875,-0.0002663161,-0.0028296087,410790010828602
0.034267012,0.032621,0.4278139174,-0.005958823,0.0007989483,-0.0006990798,410790015835602
0.0412999801,0.0038905777,0.4278139174,0.0036285568,0.0007989483,-0.003894873,410790020836602
0.0017956513,0.0278325956,0.4290110171,0.0004327637,-0.0002663161,-0.0060254019,410790025845602
0.002992752,0.0074818805,0.425419718,0.0068243505,0.0007989483,-0.0070906663,410790030856602
0.0207996275,0.0194528885,0.4984428585,0.0110854078,-0.0002663161,-0.0092211952,410790035856602
0.0112228207,0.0228945538,0.4637269378,0.0025632926,0.0007989483,-0.0060254019,410790040860602
0.0028431145,0.0157119483,0.4170400202,-0.0006325007,0.0007989483,-0.0145475175,410790045867602
0.036212299,0.0620996058,0.4409820139,0.0078896144,0.0018642128,0.0056925067,410790050870602
