0.0264858566,-0.0062847794,0.3036147058
0.0095768068,0.0390554145,0.2820668817
-0.0154126734,0.0221463665,0.280869782
-0.0154126734,0.0017956513,0.2796726823
0.0073322426,-0.019602526,0.284461081
0.0001496376,-0.0088286186,0.3107973039
0.0191536136,-0.0230441913,0.2928408086
-0.0296282452,0.0496796854,0.347907424
-0.0080804303,0.0219967272,0.2832639813
0.0300771594,0.0148141226,0.3048118055
0.0025438394,0.0146644851,0.3096002042
0.0167594124,0.0264858566,0.3227683306
-0.0202010777,0.0489314981,0.3419219255
0.0299275219,0.0058358666,0.3419219255
-0.011971008,-0.0143652102,0.3395277262
0.0023942017,0,0.3131915033
-0.0202010777,0,0.3311480284
-0.0034416649,-0.0202010777,0.3275567293
-0.0034416649,0.0227449164,0.3275567293
-0.0140659353,0.0142155727,0.3191770017
0.0311246216,-0.0073322426,0.2736871839
0.0107739074,0.0046387659,0.2497451603
0.01062427,-0.0047884034,0.328753829
-0.0405517928,-0.0237923786,0.2521393597
-0.0140659353,0.0167594124,0.280869782
-0.0032920274,0.0178068746,0.3048118055
-0.0032920274,-0.0203507151,0.2916437089
0.0062847794,-0.0130184721,0.2988263071
0.0085293436,-0.0070329676,0.3096002042
-0.0224456415,-0.0390554145,0.3119944036
-0.0055365916,0.0004489128,0.2880523801
-0.0175075997,-0.0031423897,0.3024176061
-0.0363619365,-0.0233434662,0.3203741014
0.0113724582,0.0160112232,0.2988263071
0.0243909303,0.0148141226,0.3311480284
0.019602526,0.0242412928,0.3263596296
-0.0019452889,-0.0080804303,0.3048118055
0.0016460137,-0.0436941795,0.2437596619
0.0026934769,-0.0279822331,0.3323451281
-0.0031423897,0.010324995,0.3383306265
0.0122702839,-0.0350151993,0.3299509287
0.0252887551,0.0199018009,0.3562871516
0.0109235449,-0.001496376,0.2724900842
0.0071826051,-0.001496376,0.3203741014
0,-0.0146644851,0.2712929845
0.0273836814,0.0068833297,0.2665045857
0.002244564,0.0032920274,0.2820668817
-0.0025438394,0.0139162978,0.2988263071
0.0058358666,-0.001496376,0.317979902
-0.0287304204,-0.001496376,0.2988263071
0.0167594124,-0.0324713588,0.3431190252
0.0202010777,-0.0155623108,0.2736871839
-0.0121206464,-0.034566287,0.317979902
0.01062427,-0.0046387659,0.3239654303
-0.0097264443,-0.0092775319,0.347907424
-0.0299275219,0.0050876788,0.3311480284
0.0143652102,-0.0116717331,0.3060089052
0.0285807829,-0.0258873068,0.3036147058
0.0068833297,-0.000748188,0.2940379083
0.0294786077,0.0576104783,0.2581248581
-0.0206499901,0.0037409402,0.2605190873
-0.013317747,-0.0058358666,0.3538929522
0.0032920274,0.0037409402,0.3239654303
-0.0061351419,-0.0402525179,0.3443161249
-0.0311246216,0.0302267969,0.3036147058
0.0071826051,-0.0188543387,0.3467103243
-0.0023942017,-0.0412999801,0.2832639813
0.0190039761,0.0077811554,0.3096002042
-0.0167594124,0.0219967272,0.284461081
-0.0202010777,0.0088286186,0.2916437089
0.0155623108,0.0004489128,0.2569277585
0.005985504,0.0230441913,0.3024176061
0.0273836814,-0.0068833297,0.2820668817
-0.0275333188,0.0134673845,0.3562871516
